State, County,City,Wikipedia_URL
Alabama,Baldwin County,Orange Beach,http://www.cityoforangebeach.com
Alabama,Dallas County,Orrville,https://www.townoforrville.com/
Alabama,Dallas County,Dallas  County,http://www.dallascounty-al.org/
Alabama,Madison County,Owens Cross Roads,http://www.owenscrossroadsal.gov/
Alabama,Calhoun County,Oxford,http://www.oxfordal.gov
Alabama,Calhoun County,Talladega  County,http://www.talladegacountyal.org/
Alabama,Dale County,Ozark,http://www.ozarkalabama.us
Alabama,Shelby County,Pelham,http://www.pelhamonline.com/
Alabama,St.Clair County,Pell City,http://pell-city.com/
Alabama,Baldwin County,Perdido Beach,http://www.townofperdidobeach.org
Alabama,Russell County,Phenix City,http://www.phenixcityal.us
Alabama,Russell County,Lee  County,http://www.leeco.us
Alabama,Franklin County,Phil Campbell,http://philcampbellal.com
Alabama,Calhoun County,Piedmont,http://www.piedmontcity.org
Alabama,Calhoun County,Cherokee  County,http://www.cherokeecounty-al.gov
Alabama,Montgomery County,Pike Road,https://www.pikeroad.us/
Alabama,Jefferson County,Pinson,https://www.thecityofpinson.com/
Alabama,Jefferson County,Pleasant Grove,http://www.cityofpg.com/
Alabama,Autauga County,Prattville,http://www.prattvilleal.gov/
Alabama,Morgan County,Priceville,http://townofpriceville.com
Alabama,Mobile County,Prichard,http://www.thecityofprichard.org
Alabama,St.Clair County,Ragland,http://www.townofragland.org/
Alabama,Etowah County,Rainbow City,http://www.rbcalabama.com
Alabama,DeKalb County,Rainsville,http://www.rainsvillealabama.com
Alabama,Franklin County,Red Bay,http://www.cityofredbay.org
Alabama,Pickens County,Reform,http://www.cityofreform.com
Alabama,Houston County,Rehobeth,https://rehobethalabama.com/
Alabama,Conecuh County,Repton,http://www.reptonalabama.com
Alabama,St.Clair County,Riverside,http://www.riverside-al.com/
Alabama,Randolph County,Roanoke,http://roanokealabama.org/
Alabama,Randolph County,Randolph  County,http://randolphcountyalabama.gov/
Alabama,Baldwin County,Robertsdale,http://www.robertsdale.org
Alabama,Coosa County,Rockford,http://www.rockfordalabama.net/
Alabama,Franklin County,Russellville,http://www.russellvilleal.org
Alabama,Lauderdale County,St. Florian,http://www.stflorianalabama.com/
Alabama,Geneva County,Samson,http://www.cityofsamson.com/
Alabama,Cherokee County,Sand Rock,http://www.sandrock-al.org/
Alabama,Cherokee County,DeKalb  County,http://www.dekalbcountyal.us
Alabama,Mobile County,Saraland,http://www.saraland.org
Alabama,Mobile County,Satsuma,http://www.cityofsatsuma.com
Alabama,Jackson County,Scottsboro,http://cityofscottsboro.com/
Alabama,Dallas County,Selma,https://selma-al.gov/
Alabama,Colbert County,Sheffield,http://www.sheffieldalabama.org/
Alabama,Macon County,Shorter,http://www.shorteralabama.com
Alabama,Choctaw County,Silas,http://www.silasal.com
Alabama,Baldwin County,Silverhill,http://www.silverhillalabama.com/
Alabama,Lee County,Smiths Station,https://smithsstational.gov/
Alabama,Morgan County,Somerville,http://www.townofsomerville.org
Alabama,Etowah County,Southside,http://www.cityofsouthside.com
Alabama,Baldwin County,Spanish Fort,http://www.cityofspanishfort.com
Alabama,St.Clair County,Springville,http://www.springvillealabama.org
Alabama,St.Clair County,Steele,https://townofsteele.org
Alabama,Jackson County,Stevenson,http://www.cityofstevensonalabama.com/
Alabama,Lamar County,Sulligent,http://sulligent.org
Alabama,Walker County,Sumiton,http://www.thecityofsumiton.com
Alabama,Walker County,Jefferson  County,http://jeffconline.jccal.org/
Alabama,Baldwin County,Summerdale,http://www.summerdalealabama.com
Alabama,Marengo County,Sweet Water,https://townofsweetwater.com
Alabama,Talladega County,Sylacauga,http://www.cityofsylacauga.net/
Alabama,Jefferson County,Sylvan Springs,http://www.sylvanspringsal.org/
Alabama,DeKalb County,Sylvania,http://www.sylvaniaalabama.com
Alabama,Talladega County,Talladega,http://www.talladega.com
Alabama,Elmore County,Tallassee,http://www.tallassee-al.gov
Alabama,Elmore County,Tallapoosa  County,http://www.tallaco.com/
Alabama,Jefferson County,Tarrant,http://www.cityoftarrant.com/
Alabama,Houston County,Taylor,https://www.cityoftaylor.org/
Alabama,Houston County,Geneva  County,http://www.genevacounty.us/
Alabama,Marengo County,Thomaston,http://townofthomaston.com
Alabama,Clarke County,Thomasville,http://www.thomasvilleal.com/
Alabama,Chilton County,Thorsby,http://www.townofthorsby.com
Alabama,Madison County,Triana,http://www.townoftriana.com
Alabama,Morgan County,Trinity,http://www.trinityal.gov
Alabama,Pike County,Troy,http://www.troyal.gov
Alabama,Jefferson County,Trussville,http://www.trussville.org/
Alabama,Tuscaloosa County,Tuscaloosa,http://www.tuscaloosa.com/
Alabama,Colbert County,Tuscumbia,http://www.cityoftuscumbia.org
Alabama,Macon County,Tuskegee,http://tuskegeealabama.gov
Alabama,Perry County,Uniontown,https://www.uniontownal.com
Alabama,Chambers County,Valley,http://www.cityofvalley.com
Alabama,Dallas County,Valley Grande,http://www.cityofvalleygrande.com
Alabama,DeKalb County,Valley Head,http://valleyheadalabama.com/
Alabama,Tuscaloosa County,Vance,http://townofvance.weebly.com/
Alabama,Tuscaloosa County,Bibb  County,http://www.bibbal.com
Alabama,Jefferson County,Vestavia Hills,http://vhal.org/
Alabama,Franklin County,Vina,http://vinaalabama.org
Alabama,Shelby County,Vincent,http://www.townofvincent.com/
Alabama,Shelby County,St. Clair  County,http://www.stclairco.com
Alabama,Shelby County,Talladega  County,http://www.talladegacountyal.org/
Alabama,Blount County,Warrior,https://cityofwarrior.ning.com
Alabama,Lauderdale County,Waterloo,http://www.waterlooalabama.com/
Alabama,Chambers County,Lee  County,http://www.leeco.us
Alabama,Calhoun County,Weaver,http://www.weaver-alabama.org
Alabama,Houston County,Webb,http://www.webbalabama.com/
Alabama,Jefferson County,West Jefferson,https://townofwestjefferson.com/
Alabama,Shelby County,Westover,http://www.westoveralabama.org/
Alabama,Elmore County,Wetumpka,http://www.cityofwetumpka.com
Alabama,Shelby County,Wilsonville,http://www.wilsonvilleal.com/
Alabama,Marion County,Winfield,http://www.winfieldcity.org
Alabama,Randolph County,Woodland,https://www.townofwoodlandal.com/
Alabama,Bibb County,Woodstock,https://www.townofwoodstockal.com/
Alabama,Bibb County,Tuscaloosa  County,http://www.tuscco.com
Alabama,Sumter County,York,http://www.cityyork.com/
Alaska,Sumter County,Adak,https://adak-ak.gov/
Alaska,Sumter County,Akhiok,https://www.commerce.alaska.gov/dcra/DCRAExternal/community/Details/0b1ab70f-3a34-46fe-8aac-c43348797f98
Alaska,Sumter County,Kodiak Island Borough,http://www.kodiakak.us
Alaska,Sumter County,Akiak,https://akiaknativecommunity.org/
Alaska,Sumter County,Akutan,https://www.commerce.alaska.gov/dcra/DCRAExternal/community/Details/e569dafa-a01c-4f00-92c2-b27d9ee32ea8
Alaska,Sumter County,Aleutians East Borough,http://www.aleutianseast.org
Alaska,Sumter County,Alakanuk,https://www.commerce.alaska.gov/dcra/DCRAExternal/community/Details/ce7e59f5-2ed0-4555-8468-0a18a3a36191
Alaska,Sumter County,Aleknagik,https://www.commerce.alaska.gov/dcra/DCRAExternal/community/Details/c47614a0-11f3-498d-b60d-89eee14e54af
Alaska,Sumter County,Allakaket,https://www.akml.org/wp-content/uploads/2020/02/NEW-2020MOD-For-Website-35.pdf
Alaska,Sumter County,Ambler,https://www.commerce.alaska.gov/dcra/DCRAExternal/community/Details/ceea5ed4-f88d-47ee-81dd-58cd8921b6da
Alaska,Sumter County,Northwest Arctic Borough,http://www.nwabor.org
Alaska,Sumter County,Anaktuvuk Pass,https://www.commerce.alaska.gov/dcra/DCRAExternal/community/Details/825f1cab-ad43-490d-b829-4eb77828ab58
Alaska,Sumter County,North Slope Borough,https://www.north-slope.org/
Alaska,Sumter County,Anchorage,https://www.muni.org/
Alaska,Sumter County,Anderson,http://www.anderson.govoffice.com
Alaska,Sumter County,Denali Borough,http://www.denaliborough.com
Alaska,Sumter County,Angoon,https://www.commerce.alaska.gov/dcra/DCRAExternal/community/Details/72294383-ddd6-4441-8c63-eb92786a82a1
Alaska,Sumter County,Aniak,https://www.commerce.alaska.gov/dcra/DCRAExternal/community/Details/319d7670-7304-4cb9-9b6b-afe9d3f2b94f
Alaska,Sumter County,Anvik,https://www.commerce.alaska.gov/dcra/DCRAExternal/community/Details/c0a23263-bd61-47ba-9bd4-8152e95aed1a
Alaska,Sumter County,Atka,https://www.commerce.alaska.gov/dcra/DCRAExternal/community/Details/1416bd82-ae8b-413c-a12c-5c56c233e3e3
Alaska,Sumter County,Atqasuk,https://www.commerce.alaska.gov/dcra/DCRAExternal/community/Details/ac7acc77-e5ba-495e-a707-20889836248b
Alaska,Sumter County,Bethel,https://www.cityofbethel.org/
Alaska,Sumter County,Lake and Peninsula Borough,http://www.lakeandpen.com
Alaska,Sumter County,Coffman Cove,http://www.CCAlaska.com/
Alaska,Sumter County,Cold Bay,https://web.archive.org/web/20131102083348/http://www.coldbay.org/
Alaska,Sumter County,Cordova,http://www.cityofcordova.net
Alaska,Sumter County,Craig,http://www.craigak.com
Alaska,Sumter County,Delta Junction,http://ci.delta-junction.ak.us
Alaska,Sumter County,Dillingham,http://dillinghamak.us
Alaska,Sumter County,Edna Bay,http://www.ednabayalaska.net
Alaska,Sumter County,Fairbanks,https://www.fairbanksalaska.us/
Alaska,Sumter County,Fairbanks North Star Borough,http://www.co.fairbanks.ak.us
Alaska,Sumter County,False Pass,http://home.gci.net/~cityoffalsepass/
Alaska,Sumter County,Galena,http://www.ci.galena.ak.us/
Alaska,Sumter County,Gustavus,http://www.gustavus-ak.gov
Alaska,Sumter County,Homer,http://www.ci.homer.ak.us/
Alaska,Sumter County,Kenai Peninsula Borough,http://www.borough.kenai.ak.us
Alaska,Sumter County,Hoonah,http://www.cityofhoonah.org
Alaska,Sumter County,Houston,http://www.houstonak.com/
Alaska,Sumter County,Matanuska-Susitna Borough,http://www.matsugov.us
Alaska,Sumter County,Juneau,https://juneau.org/
Alaska,Sumter County,Petersburg Borough,https://www.petersburgak.gov/
Alaska,Sumter County,Kenai,http://www.kenai.city
Alaska,Sumter County,Ketchikan,http://www.city.ketchikan.ak.us
Alaska,Sumter County,Ketchikan Gateway Borough,http://www.kgbak.us
Alaska,Sumter County,King Cove,http://www.cityofkingcove.com/
Alaska,Sumter County,Klawock,http://www.cityofklawock.com
Alaska,Sumter County,Kodiak,https://www.city.kodiak.ak.us
Alaska,Sumter County,Kotzebue,http://www.cityofkotzebue.com
Alaska,Sumter County,Nome,https://www.nomealaska.org
Alaska,Sumter County,North Pole,http://www.northpolealaska.com
Alaska,Sumter County,Palmer,https://www.palmerak.org/
Alaska,Sumter County,Pelican,http://pelican.net
Alaska,Sumter County,Sand Point,http://www.sandpointak.com/
Alaska,Sumter County,Seldovia,https://cityofseldovia.com/
Alaska,Sumter County,Seward,http://www.cityofseward.us
Alaska,Sumter County,Sitka,https://www.cityofsitka.com
Alaska,Sumter County,Soldotna,http://www.soldotna.org
Alaska,Sumter County,St. George,http://www.stgeorgealaska.com/index.asp
Alaska,Sumter County,Tenakee Springs,http://www.tenakeespringsak.com
Alaska,Sumter County,Unalaska,http://www.ci.unalaska.ak.us
Alaska,Sumter County,Valdez,http://www.ci.valdez.ak.us/
Alaska,Sumter County,Wasilla,https://www.cityofwasilla.gov
Alaska,Sumter County,Whittier,http://www.whittieralaska.gov
Alaska,Sumter County,Wrangell,http://www.wrangell.com
Arizona,Pinal County,Apache Junction,http://www.ajcity.net
Arizona,Pinal County,Pinal  County,http://www.pinalcountyaz.gov
Arizona,Pinal County,Maricopa  County,http://www.maricopa.gov
Arizona,Maricopa County,Avondale,http://www.ci.avondale.az.us/
